100
1	13	
2	67	
3	13	
4	61	
5	19	
6	47	
7	67	
8	53	
9	23	
10	41	
11	23	
12	37	
13	47	
14	41	
15	29	
16	23	
17	17	
18	31	
19	61	
20	19	
21	41	
22	53	
23	19	
24	37	
25	43	
26	43	
27	43	
28	37	
29	23	
30	31	
31	53	
32	19	
33	19	
34	61	
35	31	
36	31	
37	11	
38	29	
39	11	
40	31	
41	13	
42	29	
43	41	
44	43	
45	23	
46	37	
47	17	
48	23	
49	47	
50	29	
51	61	
52	29	
53	29	
54	13	
55	31	
56	59	
57	61	
58	17	
59	43	
60	11	
61	67	
62	41	
63	53	
64	17	
65	11	
66	59	
67	31	
68	67	
69	13	
70	17	
71	37	
72	43	
73	47	
74	23	
75	37	
76	59	
77	59	
78	11	
79	67	
80	59	
81	59	
82	19	
83	47	
84	13	
85	43	
86	17	
87	47	
88	67	
89	59	
90	13	
91	41	
92	67	
93	29	
94	61	
95	11	
96	19	
97	53	
98	41	
99	53	
100	11	
411
