100
1	11	
2	59	
3	41	
4	19	
5	37	
6	13	
7	29	
8	29	
9	29	
10	19	
11	19	
12	17	
13	11	
14	53	
15	61	
16	17	
17	67	
18	41	
19	61	
20	61	
21	29	
22	43	
23	13	
24	53	
25	31	
26	47	
27	31	
28	67	
29	13	
30	23	
31	23	
32	11	
33	23	
34	17	
35	19	
36	37	
37	47	
38	11	
39	17	
40	67	
41	19	
42	59	
43	41	
44	67	
45	29	
46	41	
47	47	
48	47	
49	61	
50	43	
51	23	
52	61	
53	43	
54	13	
55	43	
56	41	
57	31	
58	13	
59	47	
60	47	
61	23	
62	31	
63	59	
64	47	
65	59	
66	23	
67	17	
68	41	
69	53	
70	53	
71	61	
72	31	
73	67	
74	37	
75	23	
76	59	
77	31	
78	67	
79	37	
80	29	
81	67	
82	43	
83	53	
84	29	
85	11	
86	13	
87	43	
88	17	
89	11	
90	31	
91	53	
92	19	
93	11	
94	19	
95	43	
96	37	
97	53	
98	61	
99	13	
100	37	
403
